"LENOVO Ideapad Gaming 3 82k200jwtx Ryzen7 5800h 16gb 512ssd Rtx3050ti 15.6"" Fullhd Freedos Taþýnabil T18705 ";https://www.trendyol.com//lenovo/ideapad-gaming-3-82k200jwtx-ryzen7-5800h-16gb-512ssd-rtx3050ti-15-6-fullhd-freedos-tasinabil-p-384918696?boutiqueId=61&merchantId=109457;LENOVO;24.999;Pliples;5.0;-;1 Deðerlendirme;6 Soru & Cevap;Henüz Yorum Yapýlmamýþ.;Ýþlemci Tipi: AMD Ryzen 7 Ram (Sistem Belleði): 16 GB SSD Kapasitesi: 512 GB Ýþletim Sistemi: Free Dos Çözünürlük: 1920 x 1080 Ekran Yenileme Hýzý: 165 Hz Garanti Tipi: Resmi Distribütör Garantili Ekran Kartý: Nvidia GeForce RTX 3050 Ti Ekran Boyutu: 156 inç Kullaným Amacý: Oyun Cihaz Aðýrlýðý: 2 - 4 kg Ekran Kartý Tipi: Harici Ekran Kartý Hafýzasý: 4 GB Ýþlemci Modeli: 5800H Ýþlemci Çekirdek Sayýsý: 8 Ýþlemci Nesli: 5. Nesil Hard Disk Kapasitesi: HDD Yok Dokunmatik Ekran: Yok Çözünürlük Standartý: Full HD (FHD) Ram (Sistem Belleði) Tipi: DDR4 Ekran Kartý Bellek Tipi: GDDR6 Klavye: RGB Türkçe Garanti Süresi: 2 Yýl Renk: Siyah
"Apple Macbook M1 Pro 10c Cpu - 16c Gpu 16gb 512gb Ssd Macos 16"" Qhd Gümüþ Laptop (Apple Türkiye Garantili) MK1E3TU/A ";https://www.trendyol.com//apple/macbook-m1-pro-10c-cpu-16c-gpu-16gb-512gb-ssd-macos-16-qhd-gumus-laptop-apple-turkiye-garantili-p-179259323?boutiqueId=618568&merchantId=141868;Apple;46.999;NÖTRON ELEKTRONÝK;4.6;-;23 Deðerlendirme;62 Soru & Cevap;[Teþekkürler… Tek kelimeyle harika. Tasarým ses kalitesi dokunma hissi.. Ürün ben burdayým diyor muadillerine göre performansta çok önde fiyat olarak bir týk pahalý belki ama performans göz önüne alýnýnca bu geç ardý edilebilir rahatlýkla. Teknosa indirimiyle aldým teknosaya teþekkürler. Touch bar’ýn kalkmasý iyi olmuþ gereksiz uðraþtýrýyordu havasý dýþýnda bir esprisi yoktu  hava için elmanýn kendisi yetiyor zaten. Magic Mouse ile kullanýyorum kolaylaþtýrýyor. Ekranýn 16 inç olmasý inanýlmaz etkiliyor bu arada Mükemmel. Harika teþekkürler Ürün güvenilir olsun diye satýcýyi  trendyol seçtim cuma günü elime ulaþan ürün 3 gün kullanmadan  ariza verdi kesinlikle  onermiyorum  ürün güzel olsa bile satýcý problem ve iade almýyor servisten rapor istiyor bir sürü uðraþmak gerekiyor paranýza  yazýk etmeyin gidin apple storede  alin];Ýþlemci Tipi: Apple M1 Pro Ram (Sistem Belleði): 16 GB SSD Kapasitesi: 512 GB Ýþletim Sistemi: Mac Os Ekran Kartý: Dahili Ekran Kartý Ekran Boyutu: 16 inç Çözünürlük: 2880 x 1800 Kullaným Amacý: Ofis - Ýþ Cihaz Aðýrlýðý: 2 - 4 kg Ekran Yenileme Hýzý: Yok Ekran Kartý Tipi: Dahili Ekran Kartý Hafýzasý: Paylaþýmsýz Ýþlemci Modeli: Belirtilmemiþ Ýþlemci Nesli: Yok Ýþlemci Çekirdek Sayýsý: Belirtilmemiþ Hard Disk Kapasitesi: Yok Dokunmatik Ekran: Yok Ram (Sistem Belleði) Tipi: Belirtilmemiþ Renk: Gümüþ Garanti Tipi: Apple Türkiye Garantili Temel Ýþlemci Hýzý (GHz): Belirtilmemiþ Optik Sürücü Tipi: Yok Klavye: Q Türkçe Ekran Kartý Bellek Tipi: Belirtilmemiþ Çözünürlük Standartý: Retina
RAMTECH Fullforce Ff145 I3-10100 16gb Ram 256gb Ssd 1tb Hdd 12gb Rx 6700 Xt Oyuncu Pc FF145/i3-10100 ;https://www.trendyol.com//ramtech/fullforce-ff145-i3-10100-16gb-ram-256gb-ssd-1tb-hdd-12gb-rx-6700-xt-oyuncu-pc-p-647219300?boutiqueId=61&merchantId=187272&advertItems=eyJhZHZlcnRJZCI6IjQ5ODFkMjhmLTgxYzYtNDY5Mi1hYmI0LTlmNjg0OGUxODg4MCIsInNvcnRpbmdTY29yZSI6My42ODY3OTQ4ODU0Nzk5OTk1LCJhZFNjb3JlIjo1LjI2Njg0OTgzNjQsImFkU2NvcmVzIjp7IjEiOjUuMjY2ODQ5ODM2NCwiMiI6NS4yNjY4NDk4MzY0fSwiY3BjIjowLjcsIm1pbkNwYyI6MCwiZUNwYyI6MC42OTkxNjcwNzQyOTU1OTEsImFkdmVydFNsb3QiOjExNiwib3JkZXIiOjExLCJzZWFyY2hUZXJtIjoiYmlsZ2lzYXlhciIsImF0dHJpYnV0ZXMiOiIsU3VnZ2VzdGlvbl9BLFJlbGV2YW5jeV8xLEZpbHRlclJlbGV2YW5jeV8xLExpc3RpbmdTY29yaW5nQWxnb3JpdGhtSWRfMSxTbWFydGxpc3RpbmdfMixGbGFzaFNhbGVzXzEsU3VnZ2VzdGlvbkJhZGdlc19BLFN1Z2dlc3Rpb25fQSxSZWxldmFuY3lfMSxGaWx0ZXJSZWxldmFuY3lfMSxMaXN0aW5nU2NvcmluZ0FsZ29yaXRobUlkXzEsU21hcnRsaXN0aW5nXzIsRmxhc2hTYWxlc18xLFN1Z2dlc3Rpb25CYWRnZXNfQSJ9;RAMTECH;14709.9;ramtechdonanim;Belirtilmemiþ.;-;0 Deðerlendirme;0 Soru & Cevap;Henüz Yorum Yapýlmamýþ.;Ram (Sistem Belleði): 16 GB SSD Kapasitesi: 256 GB Ýþlemci Tipi: Intel Core i3 Baðlantýlar: HDMI Cihaz Aðýrlýðý: 4 kg ve Üstü Ekran Kartý Tipi: Harici Kapasite: Yok Ýþlemci Çekirdek Sayýsý: 4 Optik Sürücü Tipi: Yok Ekran Kartý: AMD Radeon RX6700XT Arttýrýlabilir Azami Bellek: 16 GB Ekran Kartý Bellek Tipi: GDDR6 Ekran Kartý Hafýzasý: 12 GB Power Supply: 500 W ve üstü Ýþlemci Frekansý: 3.00 GHz üstü Ýþlemci Nesli: 10. Nesil Ram (Sistem Belleði) Tipi: DDR4 Ýþletim Sistemi: Free Dos Temel Ýþlemci Hýzý (GHz): 3.6 HDMI: Var Garanti Tipi: Resmi Distribütör Garantili Klavye: Yok Ýþlemci Modeli: 10100 Kullaným Amacý: Oyun Garanti Süresi: 2 Yýl
"LENOVO 82h802f4tx Ideapad 3 Intel Core I3 1115g4 8gb 256gb Ssd Freedos 15.6"" Fhd 82H802F4TX ";https://www.trendyol.com//lenovo/82h802f4tx-ideapad-3-intel-core-i3-1115g4-8gb-256gb-ssd-freedos-15-6-fhd-p-474801894?boutiqueId=619507&merchantId=353047;LENOVO;8.999;qobostore;5.0;-;3 Deðerlendirme;12 Soru & Cevap;[Ürün çok hizli tavsiye ederim. Ürün çok çok hýzlý 5 sn de bilgisayar açýlýyor. Windowssuz olmasý dýþýnda sorun yok. Minecraft cs go kaldýrýyor. Büyük oyunlarý bilmiyorum. Rahatlýkla alýp kullanabilirsiniz. Fiyat performans ürünü  \U0001faf6?? Güzelllllll];Ýþlemci Tipi: Intel Core i3 Ram (Sistem Belleði): 8 GB SSD Kapasitesi: 256 GB Ýþletim Sistemi: Free Dos Ekran Kartý: Dahili Ekran Kartý Ekran Boyutu: 156 inç Çözünürlük: 1920 x 1080 Kullaným Amacý: Ofis - Ýþ Cihaz Aðýrlýðý: 2 kg ve Altý Ekran Yenileme Hýzý: 60 Hz Ekran Kartý Tipi: Dahili Ekran Kartý Hafýzasý: Paylaþýmlý Ýþlemci Modeli: 1115G4 Ýþlemci Nesli: 11. Nesil Ýþlemci Çekirdek Sayýsý: 2 Hard Disk Kapasitesi: HDD Yok Dokunmatik Ekran: Yok Ram (Sistem Belleði) Tipi: DDR4 Renk: Gri Garanti Tipi: Lenovo Türkiye Garantili Klavye: Q Türkçe Ekran Kartý Bellek Tipi: DDR4 Çözünürlük Standartý: Full HD (FHD) Garanti Süresi: 2 Yýl
"ASUS Chromebook Flip C434ta-aý0544 Core M3 8gb 64 Emmc 14"" Full Hd Dokunmatik Ultrabook C434TA-AI0544 ";https://www.trendyol.com//asus/chromebook-flip-c434ta-ai0544-core-m3-8gb-64-emmc-14-full-hd-dokunmatik-ultrabook-p-378076441?boutiqueId=61&merchantId=501033;ASUS;12.999;EOSMARKT;5.0;-;1 Deðerlendirme;2 Soru & Cevap;Henüz Yorum Yapýlmamýþ.;Ýþlemci Tipi: Intel Core M3 Ram (Sistem Belleði): 8 GB SSD Kapasitesi: 64 GB Ýþletim Sistemi: Chrome OS Ekran Kartý: Intel UHD Graphics Garanti Tipi: Ýthalatçý Garantili Ekran Boyutu: 14 inç Çözünürlük: 1920 x 1080 Kullaným Amacý: Ofis - Ýþ Cihaz Aðýrlýðý: 2 kg ve Altý Þarjlý Kullaným Süresi: 6 Saat ve Üstü Ekran Yenileme Hýzý: Belirtilmemiþ Ekran Kartý Tipi: Dahili Ekran Kartý Hafýzasý: Paylaþýmlý Ýþlemci Modeli: Belirtilmemiþ Ýþlemci Nesli: 8. Nesil Ýþlemci Çekirdek Sayýsý: 4 Kapasite: 64 GB Hard Disk Kapasitesi: HDD Yok Dokunmatik Ekran: Var Panel Tipi: IPS Ram (Sistem Belleði) Tipi: LPDDR3 Renk: Gümüþ Temel Ýþlemci Hýzý (GHz): 1.1 Maksimum Ýþlemci Hýzý (GHz): 3.4 Optik Sürücü Tipi: Yok Klavye: Q Türkçe Ekran Kartý Bellek Tipi: Belirtilmemiþ Çözünürlük Standartý: Full HD (FHD) Garanti Süresi: 2 Yýl
Casper Excalibur E65h.114f-bf50x-0hc Intel Core I5-11400f 16gb Ram 1tb Ssd 8 Gb Rtx 3050 Freedos Hava S. E65H.114F-BF50X-0HC ;https://www.trendyol.com//casper/excalibur-e65h-114f-bf50x-0hc-intel-core-i5-11400f-16gb-ram-1tb-ssd-8-gb-rtx-3050-freedos-hava-s-p-365952036?boutiqueId=61&merchantId=114258;Casper;19.399;EXCALIBUR;Belirtilmemiþ.;-;0 Deðerlendirme;0 Soru & Cevap;Henüz Yorum Yapýlmamýþ.;Ram (Sistem Belleði): 16 GB SSD Kapasitesi: 1 TB Ýþlemci Tipi: Intel Core i5 Baðlantýlar: HDMI Beden: Tek Ebat Ekran Kartý Hafýzasý: 8 GB Optik Sürücü Tipi: Yok Ýþletim Sistemi: Free Dos Temel Ýþlemci Hýzý (GHz): 2.6 Ýþlemci Çekirdek Sayýsý: 6 Ekran Kartý: Nvidia GeForce RTX 3050 Ekran Kartý Bellek Tipi: GDDR6 Ýþlemci Nesli: 11. Nesil Ekran Kartý Tipi: Harici Kapasite: Yok Power Supply: 500 W ve üstü Ram (Sistem Belleði) Tipi: DDR4 HDMI: Var Garanti Tipi: Casper Türkiye Garantili Klavye: RGB Ýþlemci Modeli: 11400F Kullaným Amacý: Oyun Garanti Süresi: 2 Yýl
IZOLY Hades I3 10100f 16gb 256gb M2 Ssd Rx 550 4gb Oyuncu Masaüstü Bilgisayarý TYC00098685592 ;https://www.trendyol.com//izoly/hades-i3-10100f-16gb-256gb-m2-ssd-rx-550-4gb-oyuncu-masaustu-bilgisayari-p-79874062?boutiqueId=619507&merchantId=123676;IZOLY;7359.14;Ýzoly;4.9;en çok favorilenen 10. ürün;29 Deðerlendirme;323 Soru & Cevap;"[""Canavar! Orijinal kutusunda belgeleriyle hýzlý þekilde geldi. Ürün özelliklerinde anlatýldýðý gibi geldi. 12 yaþýndaki oðlum istedi. Oyunlarý gayet kaliteli oynayabiliyor (örneðin GTA 5- dün bunu oynuyordu). Sorunsuz internet USB Wireless adaptörü ile saðlýyoruz (modem uzak; kablo uzatmak istemedik). IZOLYe ve Kargo þirketine kurye arkadaþlara teþekkürler. Masaüstü bilgisayar kasasýndan çok memnun kaldýk."" ""Canavar! Orijinal kutusunda belgeleriyle hýzlý þekilde geldi. Ürün özelliklerinde anlatýldýðý gibi geldi. 12 yaþýndaki oðlum istedi. Oyunlarý gayet kaliteli oynayabiliyor (örneðin GTA 5- dün bunu oynuyordu). Sorunsuz internet USB Wireless adaptörü ile saðlýyoruz (modem uzak; kablo uzatmak istemedik). IZOLYe ve Kargo þirketine kurye arkadaþlara teþekkürler. Masaüstü bilgisayar kasasýndan çok memnun kaldýk."" Ürünü alalý 1 ay kadar oldu + 8 gb ram ile gta 5 sorunsuz oynuyorum kesinlikle f/p ürünü malzeme kalitesi çok iyi güzel paketlenmiþti sorunsuz geliyor teþekkurler. performans açýsýndan beklediðimden daha çok memnun kaldým tavsiye ederim. Gayet sorunsuz bir ürün bir çok ürünü çok rahat oynayabiliyorum ayrýca kesinlikle fiyatýnýn üstünde bir kalitesi var iç mekanizma gayet düzenli ve özenli hazýrlanmýþ tamamen kurulu geldi???? gayet iti]";Ram (Sistem Belleði): 16 GB SSD Kapasitesi: 256 GB Ýþlemci Tipi: Intel Core i3 Ekran Kartý: AMD Radeon RX 550 Cihaz Aðýrlýðý: 4 kg ve Üstü Ekran Kartý Bellek Tipi: GDDR5 Baðlantýlar: VGA - HDMI - DP - COM Beden: Tek Ebat Ekran Kartý Tipi: Harici Kapasite: Yok Optik Sürücü Tipi: Yok Power Supply: 500 W ve üstü Çözünürlük: 1920 x 1080 Çözünürlük Standartý: Full HD (FHD) Ýþlemci Çekirdek Sayýsý: 4 Arttýrýlabilir Azami Bellek: 64 GB Ekran Kartý Hafýzasý: 4 GB Temel Ýþlemci Hýzý (GHz): 3.6 Ram (Sistem Belleði) Tipi: DDR4 Ýþlemci Frekansý: 3.00 GHz üstü Ýþlemci Nesli: 10. Nesil Ýþletim Sistemi: Free Dos HDMI: Var Garanti Tipi: Resmi Distribütör Garantili Klavye: Yok Ýþlemci Modeli: 10100F Okula Dönüþ: Üniversite Kullaným Amacý: Oyun Garanti Süresi: 2 Yýl Renk: Siyah
ACER Nitro 5 An517-41 R7 5800h 16gb 512gb Ssd Rtx3070 Dos 17.3 Fhd 144hz Notebook Nh.qbgey.002 NH.QBGEY.002 ;https://www.trendyol.com//acer/nitro-5-an517-41-r7-5800h-16gb-512gb-ssd-rtx3070-dos-17-3-fhd-144hz-notebook-nh-qbgey-002-p-335997167?boutiqueId=619507&merchantId=106740;ACER;28.999;Teknorya;4.6;-;9 Deðerlendirme;24 Soru & Cevap;[Gayet güzel bir cihaz Gayet güzel bir cihaz 3070 li laptoplarda alabileceginiz en ucuz urun digeerine bakmaniza gerwk bile yok Almýþ olduðum Nitro 5 Laptopum masaüstünde Nvidia Ekran Kartýný görmediði için firmanýn teknik servisini aradým windows home yüklediðinizde Sorunun Çözüleceðini Acerlarda böyle bir sorun olduðunu bildirdiler daha sonra Windows home 10 u yüklediðimi 11 dahil herseyi denediðimi söyledim ancak sorun düzelmediði için tekrar aradým Çok ukala bir yaklaþým ile kendilerin konu ile alakalý olmadýklarýný acer servis ile görüþmem gerektiðini söylediler .Düþünün 0 bir ürün alýyosunuz ve yaklaþýmlarý bu biz sattýk gidin acerla muhatap olun. Alacak Arkadaþla Ürün 2 gun icerisinde elime ulaþtý. paketleme güzeldi açýlmamýþ sýfýr kutusunda geldi. Ürünü aldýktan sonra windows 11 kurdum 2 gündürde kullanýyorum. Bence parasýna göre iyi bir bir ürün. Ürünün uzerinde malesef parmak izi kalýyor. bunun dýþýnda pek problem göremedim. Satýcýya teþekkür ediyorum.];Ýþlemci Tipi: AMD Ryzen 7 Ram (Sistem Belleði): 16 GB SSD Kapasitesi: 512 GB Ýþletim Sistemi: Free Dos Ekran Kartý: Nvidia GeForce RTX 3070 Çözünürlük: 1920 x 1080 Ekran Yenileme Hýzý: 144 Hz Garanti Tipi: Resmi Distribütör Garantili Ekran Boyutu: 173 inç Kullaným Amacý: Oyun Cihaz Aðýrlýðý: 2 - 4 kg Ekran Kartý Tipi: Harici Ekran Kartý Hafýzasý: 8 GB Ýþlemci Modeli: 5800H Ýþlemci Çekirdek Sayýsý: 8 Ýþlemci Nesli: 5. Nesil Kapasite: Yok Hard Disk Kapasitesi: HDD Yok Dokunmatik Ekran: Yok Panel Tipi: IPS Çözünürlük Standartý: Full HD (FHD) Ram (Sistem Belleði) Tipi: DDR4 Optik Sürücü Tipi: Yok Baðlantýlar: Bluetooth Ekran Kartý Bellek Tipi: GDDR6 Temel Ýþlemci Hýzý (GHz): 3.2 Klavye: RGB Türkçe Maksimum Ýþlemci Hýzý (GHz): 4.4 Garanti Süresi: 2 Yýl Renk: Siyah
ASUS Tuf Gaming F15 Fx506lhb-hn348 I5 10300h 8gb 512gb Ssd Gtx1650 144hz Dos 15.6 Fhd Notebook FX506LHB-HN348 ;https://www.trendyol.com//asus/tuf-gaming-f15-fx506lhb-hn348-i5-10300h-8gb-512gb-ssd-gtx1650-144hz-dos-15-6-fhd-notebook-p-343452934?boutiqueId=619507&merchantId=106740;ASUS;14.689;Teknorya;4.3;-;19 Deðerlendirme;66 Soru & Cevap;[Bu bilgisayardan iki tane aldým birini arkadaþýma hediye edince yine ayný modeli tercih ettim. Öncelikle fiyatýna göre verdiði özellikler muazzam 144hz ips ekraný olsun rgb(adreslenmeyen) klavyesi olsun. Tüm özellikleriyle f/p ürünüdür iþ için alacak arkadaþlar gönül rahatlýðý ile iþlerini yapabilir. Fakat oyun kýsmýnda malum ekran kartýndan dolayý bir týk eksik kalabilir bunu bilmekte fayda var GTA V 45-60 fps aralýklarýnda rahatlýkla oynatýyor. Cs lol gibi diðer oyunlarý oynuyorsanýz zaten fazlasýyla o tarafý da karþýlayabilir. Çok hýzlý geldi çok iyi Güzel bir cihaz Üründen memnun oldum tesekkür  ederim Fiyat performans açýsýndan çok iyi];Ýþlemci Tipi: Intel Core i5 Ram (Sistem Belleði): 8 GB SSD Kapasitesi: 512 GB Ýþletim Sistemi: Free Dos Çözünürlük: 1920 x 1080 Ekran Yenileme Hýzý: 144 Hz Garanti Tipi: Resmi Distribütör Garantili Ekran Kartý: Nvidia GeForce GTX 1650 Ekran Boyutu: 156 inç Kullaným Amacý: Oyun Cihaz Aðýrlýðý: 2 - 4 kg Ekran Kartý Tipi: Harici Ekran Kartý Hafýzasý: 4 GB Ýþlemci Modeli: 10300H Ýþlemci Çekirdek Sayýsý: 4 Ýþlemci Nesli: 10. Nesil Hard Disk Kapasitesi: HDD Yok Dokunmatik Ekran: Yok Panel Tipi: IPS Çözünürlük Standartý: Full HD (FHD) Ram (Sistem Belleði) Tipi: DDR4 Optik Sürücü Tipi: Yok Ekran Kartý Bellek Tipi: GDDR6 Temel Ýþlemci Hýzý (GHz): 2.5 Klavye: RGB Türkçe Maksimum Ýþlemci Hýzý (GHz): 4.5 Garanti Süresi: 2 Yýl Renk: Siyah
Apple MacBook Pro 14 M2 PRO 16GB 512GB SSD Space Gray Laptop (Apple Türkiye Garantili) MPHE3TU/A ;https://www.trendyol.com//apple/macbook-pro-14-m2-pro-16gb-512gb-ssd-space-gray-laptop-apple-turkiye-garantili-mphe3tu-a-p-637235162?boutiqueId=61&merchantId=141868;Apple;45.498;NÖTRON ELEKTRONÝK;5.0;-;1 Deðerlendirme;1 Soru & Cevap;[Trendyol satýcýsýndan aldým. Ürünün bana ulaþmasýnda emegi geçen herkese teþekkür ederim. Ürün zaten kendini ispat etmiþ bir cihaz  saðlam paketleme ve ertesi gün teslimat harikasýn TEX :)];Ram (Sistem Belleði): 16 GB SSD Kapasitesi: 512 GB Ýþletim Sistemi: Mac Os Ýþlemci Tipi: M2 Ekran Kartý: Belirtilmemiþ Ekran Boyutu: 14 inç Çözünürlük: 3024 x 1964 Kullaným Amacý: Ofis - Ýþ Cihaz Aðýrlýðý: 2 kg ve Altý Ekran Yenileme Hýzý: Belirtilmemiþ Ekran Kartý Tipi: Dahili Ekran Kartý Hafýzasý: Paylaþýmlý Ýþlemci Modeli: Belirtilmemiþ Ýþlemci Nesli: Belirtilmemiþ Ýþlemci Çekirdek Sayýsý: Belirtilmemiþ Hard Disk Kapasitesi: HDD Yok Dokunmatik Ekran: Yok Ram (Sistem Belleði) Tipi: Belirtilmemiþ Renk: Gri Garanti Tipi: Apple Türkiye Garantili Klavye: Q Türkçe Ekran Kartý Bellek Tipi: Belirtilmemiþ Çözünürlük Standartý: Retina Garanti Süresi: 2 Yýl
ACER Nitro 5 AN517-41 AMD Ryzen 7-5800H 32GB 1TB SSSD RTX3080 360Hz 173 FHD Freedos NH.QBHEY.001 ;https://www.trendyol.com//acer/nitro-5-an517-41-amd-ryzen-7-5800h-32gb-1tb-sssd-rtx3080-360hz-17-3-fhd-freedos-nh-qbhey-001-p-142171886?boutiqueId=619598&merchantId=968;ACER;34.999;Trendyol;4.3;-;10 Deðerlendirme;47 Soru & Cevap;[Eþime hediye aldým almaz olaydým baþýndan kalkmaz oldu siz kadýnlar kocanýzý eve baðlamak istiyorsanýz derhal alýn :)))) birebir çözüm her eve lazým :)))) Eþime hediye aldým almaz olaydým baþýndan kalkmaz oldu siz kadýnlar kocanýzý eve baðlamak istiyorsanýz derhal alýn :)))) birebir çözüm her eve lazým :)))) Laptop görünüm olarak gayet kaliteli fakat açýlmadýðý Ýçin içeriðine bakamadýk. Elimize geçtikten sonra þarj olmadý. Bu yüzden iade iþlemi yaptýk. Yaklaþýk 4 5 gündür kullanýyorum(37 bine almýþtým) bütün özellikler ultra rdr2 gow spiderman denedim. En düþük fpsi rdr2 de (40-50) arasý aldým. Fanlar en yüksek ayarda deðildi fakat kulaklýksýz kullanýmý çok zor. Resimlerde de görüleceði üzere kasanýn malzeme kalitesi düþük iz býrakýyor. 43 bin etmez fakat 35 bin civarý için iyi bir fiyat performans ürünü (35 bin TLlik laptopa fp dedik geldiðimiz hale bak gerçi yazarken 43bin olmuþ 4060 laptoplar 45 bin) Gayet iyi bir bilgisayar ertesi gün elime ulaþtý Fiyat çok iyi (34.999)  eksiler numlock tuþunun oraya Nitro tuþu gereksiz olmuþ. power tuþu klavyede olmamalýymýþ ekran kasa oraný düþük ekraný laptopu tutmadan açmak istersen  sýkýntý oluyor ekran parlaklýðý arttýrma azaltma kýsayolu yok (fn ile) fan ayar programý çok yetersiz. portlar laptopu arkasýnda olsa daha iyiydi.  saymadýðým her þey artý...];Ýþlemci Tipi: AMD Ryzen 7 Ram (Sistem Belleði): 32 GB SSD Kapasitesi: 1 TB Ýþletim Sistemi: Free Dos Ekran Kartý: Nvidia GeForce RTX 3080 Çözünürlük: 1920 x 1080 Ekran Yenileme Hýzý: 360 Hz Garanti Tipi: Resmi Distribütör Garantili Ekran Boyutu: 173 inç Kullaným Amacý: Oyun Cihaz Aðýrlýðý: 2 - 4 kg Ekran Kartý Tipi: Dahili Ekran Kartý Hafýzasý: 8 GB Ýþlemci Modeli: 5800H Ýþlemci Çekirdek Sayýsý: 8 Ýþlemci Nesli: 5. Nesil Kapasite: Yok Hard Disk Kapasitesi: HDD Yok Dokunmatik Ekran: Yok Çözünürlük Standartý: Full HD (FHD) Ram (Sistem Belleði) Tipi: DDR4 Optik Sürücü Tipi: Yok Baðlantýlar: Bluetooth Ekran Kartý Bellek Tipi: GDDR6 Temel Ýþlemci Hýzý (GHz): 3.2 Klavye: Q Türkçe Garanti Süresi: 2 Yýl Renk: Siyah
Casper Excalibur G770.1245-BVJ0X-B Intel Core i5-12450H 16GB RAM 500GB NVME SSD 4GB RTX3050 FreeDos ;https://www.trendyol.com//casper/excalibur-g770-1245-bvj0x-b-intel-core-i5-12450h-16gb-ram-500gb-nvme-ssd-4gb-rtx3050-freedos-p-311975657?boutiqueId=619598&merchantId=968;Casper;16998.99;Trendyol;4.5;en çok satýlan 4. ürün;109 Deðerlendirme;381 Soru & Cevap;[oðlum için aldýk sorunsuz bir þekilde  geldi teþekkür ederim oðlum için aldýk sorunsuz bir þekilde  geldi teþekkür ederim paketleme çok iyiydi. Performans ürünü saðlam kasa???? çok hýzlý geldi PC de çok hýzlý süper bir ürün teþekkür ederim oðluma aldým. beðendi. ama hafif kasma yapýyormuþ. ondan bir puan kýrdým iyi ürün ihtiyaçlarý karþýlýyor.];Ýþlemci Tipi: Intel Core i5 Ram (Sistem Belleði): 16 GB SSD Kapasitesi: 500 GB Ýþletim Sistemi: Free Dos Çözünürlük: 1920 x 1080 Ekran Yenileme Hýzý: 144 Hz Ekran Kartý: Nvidia GeForce RTX 3050 Ekran Boyutu: 156 inç Kullaným Amacý: Oyun Cihaz Aðýrlýðý: 2 - 4 kg Ekran Kartý Tipi: Harici Ekran Kartý Hafýzasý: 4 GB Ýþlemci Modeli: 12450H Ýþlemci Çekirdek Sayýsý: 8 Ýþlemci Nesli: 12. Nesil Kapasite: Yok Hard Disk Kapasitesi: HDD Yok Dokunmatik Ekran: Yok Panel Tipi: IPS Çözünürlük Standartý: Full HD (FHD) Ram (Sistem Belleði) Tipi: DDR4 Garanti Tipi: Casper Türkiye Garantili Optik Sürücü Tipi: Yok Baðlantýlar: HDMI Ekran Kartý Bellek Tipi: GDDR6 Temel Ýþlemci Hýzý (GHz): 2.5 Klavye: RGB Türkçe Maksimum Ýþlemci Hýzý (GHz): 4.4 Garanti Süresi: 2 Yýl Renk: Siyah
