"LENOVO E14 G4 I7-1255u 16gb 512 Gb Ssd 14"" Fhd Freedos 21e30087tx4 21E30087TX4 ",20699,5.0,256,8,Intel Core i7,156,Free Dos,notebookstore,LENOVO
"ASUS X515ea-ej1318 I5-1035g7 4gb 256gb Ssd 15.6"" Hd Led Freedos Notebook 18995 ",9999,4.0,256,16,Intel Core i7,156,Free Dos,ÖZTEK BÝLGÝSAYAR,ASUS
Monster Abra A5 V17.2.7 Intel Core I5-11400h 8gb Ram 500gb Ssd 4gb Rtx3050ti Windows 11 15.6 Fhd 144hz ,20699,3.7,256,16,Intel Core i7,156,Free Dos,Monster Notebook,Monster
"LENOVO Ideapad Gaming 3 82k200jwtx Ryzen7 5800h 16gb 512ssd Rtx3050ti 15.6"" Fullhd Freedos Taþýnabil T18705 ",24999,5.0,256,16,Intel Core i7,156,Free Dos,Pliples,LENOVO
"Apple Macbook M1 Pro 10c Cpu - 16c Gpu 16gb 512gb Ssd Macos 16"" Qhd Gümüþ Laptop (Apple Türkiye Garantili) MK1E3TU/A ",46999,4.6,256,16,Intel Core i7,156,Mac Os,NÖTRON ELEKTRONÝK,Apple
RAMTECH Fullforce Ff145 I3-10100 16gb Ram 256gb Ssd 1tb Hdd 12gb Rx 6700 Xt Oyuncu Pc FF145/i3-10100 ,14709,4.0,256,16,Intel Core i7,156,Free Dos,ramtechdonanim,RAMTECH
"LENOVO 82h802f4tx Ideapad 3 Intel Core I3 1115g4 8gb 256gb Ssd Freedos 15.6"" Fhd 82H802F4TX ",8999,5.0,256,16,Intel Core i7,156,Free Dos,qobostore,LENOVO
"ASUS Chromebook Flip C434ta-aý0544 Core M3 8gb 64 Emmc 14"" Full Hd Dokunmatik Ultrabook C434TA-AI0544 ",12999,5.0,256,16,Intel Core i7,156,Free Dos,EOSMARKT,ASUS
Casper Excalibur E65h.114f-bf50x-0hc Intel Core I5-11400f 16gb Ram 1tb Ssd 8 Gb Rtx 3050 Freedos Hava S. E65H.114F-BF50X-0HC ,19399,4.0,256,16,Intel Core i7,156,Free Dos,EXCALIBUR,Casper
IZOLY Hades I3 10100f 16gb 256gb M2 Ssd Rx 550 4gb Oyuncu Masaüstü Bilgisayarý TYC00098685592 ,7359,4.9,256,16,Intel Core i7,156,Free Dos,Ýzoly,IZOLY
ACER Nitro 5 An517-41 R7 5800h 16gb 512gb Ssd Rtx3070 Dos 17.3 Fhd 144hz Notebook Nh.qbgey.002 NH.QBGEY.002 ,28999,4.6,256,16,Intel Core i7,156,Free Dos,Teknorya,ACER
ASUS Tuf Gaming F15 Fx506lhb-hn348 I5 10300h 8gb 512gb Ssd Gtx1650 144hz Dos 15.6 Fhd Notebook FX506LHB-HN348 ,14689,4.3,256,16,Intel Core i7,156,Free Dos,Teknorya,ASUS
Apple MacBook Pro 14 M2 PRO 16GB 512GB SSD Space Gray Laptop (Apple Türkiye Garantili) MPHE3TU/A ,45498,5.0,256,16,Intel Core i7,156,Mac Os,NÖTRON ELEKTRONÝK,Apple
ACER Nitro 5 AN517-41 AMD Ryzen 7-5800H 32GB 1TB SSSD RTX3080 360Hz 173 FHD Freedos NH.QBHEY.001 ,34999,4.3,256,16,Intel Core i7,156,Free Dos,Trendyol,ACER
Casper Excalibur G770.1245-BVJ0X-B Intel Core i5-12450H 16GB RAM 500GB NVME SSD 4GB RTX3050 FreeDos ,16998,4.5,256,8,Intel Core i7,156,Free Dos,Trendyol,Casper
"BigGameX Gm94 I5-3470 16gb Ram 320gb Hdd 240gb Ssd 4gb Gt730 19"" Masaüstü Oyuncu Bilgisayarý GM94 ",6549,4.5,256,16,Intel Core i7,156,Free Dos,AÝZEN BÝLÝÞÝM,BigGameX
BigGameX Xs36 I5-3470 16gb Ram 512gb Ssd 4gb Gt730 27 Curved Masaüstü Oyuncu Bilgisayarý RX36 ,8299,5.0,256,16,Intel Core i7,156,Free Dos,AÝZEN BÝLÝÞÝM,BigGameX
"Zeiron Ntx80 I5-3470 16gb 512gb+1tb Gtx1050ti 23.8"" Oyuncu Masaüstü Bilgisayar ZRN-NTX80 ",11499,5.0,256,16,Intel Core i7,156,Free Dos,CÝTY BÝLÝÞÝM,Zeiron
LENOVO Yoga Duet7 13ýtl6 Intel I7-1165g7 16gb 1tb Ssd Freedos Wqhd 82ma001rtx 82MA001RTX ,28999,4.9,256,16,Intel Core i7,156,Free Dos,Nethouse,LENOVO
"HP Victus 16-d1035nt 68p20ea I7-12700h 16gb Ddr5 Ram 1tb Ssd 6gb Rtx3060 16.1"" Fhd 144hz 68P20EA ",27999,4.7,256,16,Intel Core i7,141,Free Dos,GpnTeknoloji,HP
"Gamepage Blazon Start X95 I5-3470 16gb 240gb Ssd 1tb Gt730 18.5"" Oyuncu Masaüstü Bilgisayarý GMP-BSX95 ",6559,5.0,256,16,Intel Core i7,141,Free Dos,ÝBC BÝLÝÞÝM,Gamepage
"LENOVO V15 G2 Itl I5-1135g7 16gb 512gb Ssd 2gb Mx350 Fdos 15.6"" Fhd 82kb00hwtx018 82KB00HWTX018 ",12749,5.0,256,16,Intel Core i7,141,Free Dos,Elmacýk,LENOVO
"Apple Macbook Pro 16"" i9 16gb 1tb Ssd Uzay Grisi MVVL2TU/A ",75000,5.0,256,16,Intel Core i7,141,Mac Os,NÖTRON ELEKTRONÝK,Apple
BigGameX Ma20 I5-650 Turbo 346ghz 8gb Ram 500gb Hdd 19 Masaüstü Ofis Bilgisayarý MA20 ,4099,4.7,256,16,Intel Core i7,141,Free Dos,AÝZEN BÝLÝÞÝM,BigGameX
"LENOVO Thinkpad E14 Gen 2 Core I5 1135g7 8gb 256gb Ssd 2gb Mx450 Freedos 14"" Fhd 20ta0054tx 20TA0054TX ",16489,5.0,256,16,Intel Core i7,141,Free Dos,notebookstore,LENOVO
DRAGOS Drx1096 I7 10700f 32gb Ram 512gb M.2 Nvme Ssd 8gb Rtx3050 27 Curved Oyuncu Bilgisayarý ATM00001877 ,24817,5.0,256,16,Intel Core i7,141,Free Dos,Teknoloji soft,DRAGOS
"Zeiron Rx44 I5-3470 16gb 1tb Hdd+240gb Ssd Gt730 23.8"" Oyuncu Masaüstü Bilgisayarý ZRN-RX50 ",8749,4.6,256,16,Intel Core i7,141,Free Dos,CÝTY BÝLÝÞÝM,Zeiron
"BigGameX Aizen Gm23 I5-3470 16 Gb 240 Gb Ssd Rx550 23.8"" Masaüstü Oyuncu Bilgisayarý GM23 ",7649,4.6,256,16,Intel Core i7,141,Free Dos,AÝZEN BÝLÝÞÝM,BigGameX
"ASUS Tuf Gaming Intel Core I5 10300h 16gb 512gb Ssd Gtx1650 Windows 11 Pro 15.6"" Fx506lhb-hn347wp04 AFX506LHB-HN347WP04 ",16819,4.0,256,16,Intel Core i7,141,Free Dos,ARTELÝNE,ASUS
DMC N57x I5 2400 3.10 Ghz16gb Ram 256gb Ssd4gb Gt73019monitör Masaüstü Oyun Bilgisayarý 0388 ,6499,5.0,256,16,Intel Core i7,141,Free Dos,DMCBÝLGÝSAYAR,DMC
"BigGameX Bg14 Ryzen 5 3600 16gb Ram 256gb Ssd 1tb Hdd Rx550 4gb 23.8"" Oyuncu Masaüstü Bilgisayarý BG14 ",11949,4.9,256,16,Intel Core i7,141,Free Dos,AÝZEN BÝLÝÞÝM,BigGameX
"LENOVO V17 82nx00ectx03 I7-1165g7 16gb 1tbssd Mx350 17.3"" Fullhd Freedos Taþýnabilir Bilgisayar T10096C ",18849,5.0,256,16,Intel Core i7,141,Free Dos,Teknoraks,LENOVO
"LENOVO Legion 5i Pro I7 11800h 16gb 512gb Ssd 16.1"" Fhd 165hz 3ms Rtx3050 4gb Win11 Gaming Laptop 82JF002RUS ",31500,4.0,256,8,Intel Core i7,141,Free Dos,HIZLI SÝSTEM BÝLGÝSAYAR,LENOVO
Zeiron Fx60 I5-3470 16gb 1tb+240gb Rx550 23.8 Masaüstü Oyun Bilgisayarý ZRN-FX60 ,9349,4.5,256,16,Intel Core i7,141,Free Dos,CÝTY BÝLÝÞÝM,Zeiron
ASUS Zenbook Pro Duo Oled 12.nesil Core I7 12700h-32gb-1tb-15.6-rtx3060 6gb-w11 UX582ZM-H2036W ,99999,4.0,256,16,Intel Core i7,141,Free Dos,Sner Teknoloji,ASUS
ACER Swift 3 AMD Ryzen 5-5500U 8GB 512GB SSD 14 FHD Linux Laptop (ACER Türkiye Garantili) NX.AB1EY.006 ,9019,3.9,256,16,Intel Core i7,141,Free Dos,AYHAN ELEKTRONÝK,ACER
"ASUS X415ja-ek1754a4 I5-1035g1 16gb 512ssd 14"" Fullhd Freedos Taþýnabilir Bilgisayar T22116D ",10799,4.0,256,16,Intel Core i7,141,Free Dos,elimar,ASUS
LENOVO Ideapad 114ada05 Notebook 82gw Nb Ip 1 14ada05 3020e 4g 128g W10 82GW007STX ,7599,3.9,256,16,Intel Core i7,141,Free Dos,KRS&TEKNOLOJÝ,LENOVO
RAMTECH Fullforce Ff102 I3 10100 16gb Ram 512gb Ssd 4gb Gtx 1650 Oyuncu Masaüstü Bilgisayar FF102/i3-10100 ,11119,4.0,256,16,Intel Core i7,141,Free Dos,ramtechdonanim,RAMTECH
BigGameX I5-10400f 32gb Ram 256gb Ssd 1tb Hdd 4gb Gtx1650 23.8 144hz Masaüstü Oyuncu Bilgisayarý XX10 ,15399,4.8,256,16,Intel Core i7,141,Free Dos,AÝZEN BÝLÝÞÝM,BigGameX
"LENOVO V15 G2 Itl 82kb00hwtx I5-1135g7 8 Gb 512 Gb Ssd Mx350 15.6"" Dos Dizüstü Bilgisayar 82KB00HWTX ",12149,4.9,256,16,Intel Core i7,141,Free Dos,ufukbil,LENOVO
"LENOVO 14s Yoga 21dm003stx I7-1255u 16gb 512ssd 14"" Fullhd Touch Freedos Taþýnabilir Bilgisayar T20713 ",26919,4.0,500,16,Intel Core i7,141,Free Dos,Teknoraks,LENOVO
"Dell Vostro 3510 Intel Core I5-1135g7 16gb 512gb Ssd 15.6"" Windows 10 Pro N8803vn3510uz4 N8803VN3510UZ4 ",12699,4.0,500,16,Intel Core i7,141,Free Dos,Atlantis Doðu,Dell
ASUS X415ma-ek741w Notebook 14 Inc 20000039398308 ,5999,4.0,500,16,Intel Core i7,141,Free Dos,Migros Kargo Operasyonu,ASUS
MSI GF63 THIN 11UD-615XTR I7-11800H 8GB DDR4 RTX3050TI GDDR6 4GB 512GB SSD 15.6 FHD 144HZ DOS ,24699,4.8,500,16,Intel Core i7,141,Free Dos,TeknoNEXT,MSI
ACER Nitro 5 An515-46 R7 6800h 32gb 512gb Ssd Rtx3060 Dos 15.6 144hz Fhd Notebook Nh.qgzey.001-32 NH.QGZEY.001-32 ,25999,4.0,500,16,Intel Core i7,141,Free Dos,Teknorya,ACER
"Gamepage Pk35 I5-650 4gb Ram 256gb Ssd 19"" Masaüstü Bilgisayarý GMP-PK35 ",3909,4.0,500,16,Intel Core i7,141,Free Dos,ÝBC BÝLÝÞÝM,Gamepage
"ASUS X415ja-ek1754a8 I5-1035g1 8gb 512ssd 14"" Fullhd W11h Taþýnabilir Bilgisayar T22116H ",10299,4.0,500,16,Intel Core i7,141,Free Dos,elimar,ASUS
"Dell 7490 Intel Core I5 10500 8gb 128gb Ssd + 1tb Hdd Ubuntu 23.8"" Fhd All In One Bilgisayar A-OPTI-7490-AIO-01 ",23499,4.0,500,16,Intel Core i7,141,Free Dos,ZÝYAPAÞA TEKNOLOJÝ,Dell
"Zeiron Fx60 Max I5-3470 16gb 256gb Ssd+500gb Hdd Rx550 23.8"" Curved Oyuncu Bilgisayarý ZRN-FX60MAX ",9699,4.0,500,16,Intel Core i7,141,Free Dos,CÝTY BÝLÝÞÝM,Zeiron
BigGameX Aizen X14 I7-860 346hz 8gb 120gb Ssd 1tb Hdd 2gb Masaüstü Bilgisayar ,4149,5.0,500,16,Intel Core i7,141,Free Dos,AÝZEN BÝLÝÞÝM,BigGameX
Amd Gameforce | Ryzen 5 5600x | 16gb Ram | 480gb Ssd | Rx 5500xt 8gb AMDRX5500XTS1 ,23000,4.0,500,16,Intel Core i7,141,Free Dos,ESNAF DOSTU,Amd
LENOVO IP Gaming 3 Intel Core i5-12500H 16G 512GB SSD RTX3050Ti 4GB 15.6 FHD DOS Gaming Laptop 82S900ETTX ,21998,5.0,500,8,Intel Core i7,141,Free Dos,Trendyol,LENOVO
"Apple Macbook Pro M2 Çip 8c Cpu 10c Gpu 16gb 256 Gb Ssd 13.3"" Wqxga Macos Uzay Grisi Z16RM216256-TQ6 ",32000,5.0,500,16,Intel Core i7,141,Mac Os,MediaMarkt,Apple
"BigGameX Tx48| Windows 11 Pro Amd Ryzen 5 3600 32gb Ram 512gb Ssd Rx550 4gb 23.8"" Oyuncu Bilgisayarý TX48 ",12119,5.0,500,16,Intel Core i7,141,Free Dos,AÝZEN BÝLÝÞÝM,BigGameX
"TURBOX Tx675 i5 4440 16GB Ram 128GB SSD 1TB HDD 4GB GTX1050Ti 21.5"" Mon. Gaming Oyun Pc Bilgisayarý 5482839 ",9591,4.0,256,16,Intel Core i7,141,Free Dos,Atom Biliþim,TURBOX
"Monster Abra A5 V19.3.1 Intel Core I7-12700h 8 Gb Ram 500gb Ssd 4gb Rtx3050ti Windows 11 156"" Fhd 144hz ABRA A5 V19.3.1 ",24799,5.0,500,16,Intel Core i7,141,Free Dos,Monster Notebook,Monster
MSI TITAN GT77HX 13VI-069TR I9-13980HX 128GB DDR5 RTX4090 GDDR6 16GB 4TB SSD 17.3 UHD 144Hz W11 ,156999,4.0,500,16,Intel Core i7,141,Free Dos,OverGame,MSI
"ACER Aspire 3 A315-58 Intel Core i5-1135G7 8GB 256GB SSD 156"" FHD FreeDOS Laptop NX.ADDEY.004 ",9489,5.0,500,16,Intel Core i7,141,Free Dos,Elmacýk,ACER
Toshiba Z40-A-17R Tecra Laptop 982639 ,29576,4.0,500,16,Intel Core i7,141,Free Dos,BÜRO DONANIM BÝLGÝSAYAR,Toshiba
"HP Pavilion 15-dk2079nt 68n54ea I7-11370h 16gb 512ssd Rtx3050ti 15.6"" Fullhd Freedos Taþýnabilir Bil T15713 ",22999,5.0,500,16,Intel Core i7,141,Free Dos,KralTech,HP
"HP 15s-fq4009nt 54u43ea Intel Core I5-1155g7 8gb 512gb Ssd Intel Iris X Grafik Kartý 15.6"" Fhd W11 G 125037241 ",12399,4.0,500,16,Intel Core i7,141,Free Dos,erateknoloji,HP
DMC N177x (GTA 5) I5 347016gb Ram128gb Ssd500gb Hdd4gb Gt74024 Masaüstü Oyun Bilgisayarý 0055 ,7989,4.0,256,16,Intel Core i7,141,Free Dos,DMCBÝLGÝSAYAR,DMC
"ACER Aspire 7 A715-75g Intel Core I5 10300h 8gb 256 Ssd Gtx 1650 Freedos 15.6"" Ips Fhd Nh.q99ey.002 NH.Q99EY.002 ",12750,5.0,500,16,Intel Core i7,141,Free Dos,MAYTECH,ACER
"Monster Huma H4 V5.1.5 Intel Core I5-1235u 8gb Ram 512gb Ssd Windows 11 141"" Fhd Rose Gold ",13999,5.0,500,16,Intel Core i7,136,Free Dos,Monster Notebook,Monster
"HP Omen Ek1013nt Intel Core I7-10870h 8gb 512gb Ssd 6gb Rtx 3060 Freedos 15.6"" 144hz Ips Fhd 4h0j1ea 4H0J1EA ",29999,5.0,256,16,Intel Core i7,136,Free Dos,Sner Teknoloji,HP
"ASUS Rog Strix G713rw-kh095a28 Amd Ryzen 7 6800h 16gb 1tb Ssd Rtx3070ti Freedos 17.3"" KH095A28 ",50555,4.0,500,16,Intel Core i7,136,Free Dos,ARCADÝA E-TÝCARET TEKNOLOJÝ SAN VE TÝC L,ASUS
Casper Excalibur G870.1265-bv60x-b Intel Core I7-12650h 16gb Ram 500gb Ssd 6 Gb Rtx 3060 Freedos G870.1265-BV60X-B ,25299,4.0,500,16,Intel Core i7,136,Free Dos,EXCALIBUR,Casper
DMC MC NX10 (PubgGta 5) I5-347016gb Ram256gb Ssd4gb gt740238 Masaüstü Oyun Oyuncu Bilgisayarý 0210 ,8469,5.0,500,16,Intel Core i7,136,Free Dos,DMCBÝLGÝSAYAR,DMC
MSI KATANA 17 B12VEK-083XTR I7-12650H 16GB DDR5 RTX4050 GDDR6 6GB 1TB SSD 17.3 FHD 144Hz DOS ,40199,4.0,500,16,Intel Core i7,136,Free Dos,bizdeherseyvarki,MSI
"HP Pavilion 14-dv0029nt Intel Core I7 1165g7 8gb 512gb Ssd Mx450 Windows 10 Home 14"" Fhd 4H0U5EA ",20999,5.0,500,16,Intel Core i7,136,Free Dos,doludepo,HP
"ASUS Tuf Gaming F15 Fx506lhb-hn348a10 I5-10300h 16gb 512ssd Gtx1650 15.6"" Fullhd W10p Taþýnabilir Bi T17202J ",17984,4.0,500,16,Intel Core i7,136,Free Dos,ARTELÝNE,ASUS
"Huawei Matebook 16s I9-12900h/16gb/1tb/w11h/16"" Taþýnabilir Bilgisayar Cref-x9611t CREF-X9611T ",37899,3.0,256,8,Intel Core i7,136,Free Dos,Pliples,Huawei
DMC Nx43 (GTA5) I5-2400 16gb Ram256gb Ssd4gb Gt73024masaüstü Oyun Oyuncu Bilgisayarý 0980 ,7299,4.0,500,16,Intel Core i7,136,Free Dos,DMCBÝLGÝSAYAR,DMC
"ACER Nitro 5 An515-57 I7 11800h 64 Gb 2 Tb Ssd Rtx 3070 8 Gb W10pro 15.6"" Fhd 144 Hz Nh.qfgey.027 NH.QFGEY.027 ",45849,4.0,500,16,Intel Core i7,136,Free Dos,Weblegelsin ,ACER
"METSA Gt14 I3-2100 8gb 320gb 2gb E.k 19"" Oyuncu Masaüstü Bilgisayar GT14 ",4699,4.0,500,8,Intel Core i7,136,Free Dos,METSA BÝLÝÞÝM,METSA
MSI RAIDER GE76 12UHS-022TR I7-12700H 32GB DDR5 RTX3080TI GDDR6 16GB 2TB SSD 17.3 FHD 360Hz W11 ,104998,4.0,500,16,Intel Core i7,136,Free Dos,DOLGUN BÝLÝÞÝM VE TEKNOLOJÝ,MSI
"Zeiron Rgx750 Ryzen 5 3600 16gb 256gb M.2 + 1tb Gtx1650 24"" 165hz Oyuncu Masaüstü Bilgisayarý ZRN-RGX750 ",14999,5.0,500,16,Intel Core i7,136,Free Dos,CÝTY BÝLÝÞÝM,Zeiron
"ACER Extensa Ex215-52-531x Nx.eg8ey.002 I5 1035g1 8gb 512gb Ssd 15.6"" Full-hd Freedos EX215-52-531X NX.EG8EY.002 ",9535,4.0,500,16,Intel Core i7,136,Free Dos,M-Z-D Teknoloji,ACER
"ASUS Intel Core I3 1005g1 8gb 512gb Ssd W11 Pro 14"" Fhd ASUS X413ja-ek0468512 ",8999,4.5,256,16,Intel Core i7,136,Free Dos,AREL-BÝLÝÞÝM,ASUS
"Zeiron Gt65 I5-3470 16gb 256gb Ssd+1tb Hdd Gt730 4gb 23.8"" Oyuncu Masaüstü Bilgisayar ZRN-GT65 ",7999,4.0,500,16,Intel Core i7,136,Free Dos,CÝTY BÝLÝÞÝM,Zeiron
"DMC N125x(PUBGGTA 5)i7-86016gb Ram256gb Ssd 500gb Hdd4gb Gtx750ti27""oyuncu Masaüstü Bilgisayar 9974 ",11499,4.0,500,16,Intel Core i7,136,Free Dos,DMCBÝLGÝSAYAR,DMC
"ROGAME Intel I7 10700f 16gb 240gb Ssd 1tb Hdd 8gb Rtx3050 24"" Mon. Gaming Pc RKT660119 ",22661,4.0,500,8,Intel Core i7,136,Free Dos,Roket Biliþim,ROGAME
DMC Bx12 (pubggta 5) I7 86016gb Ram256gb Ssd4gb Gt74023.8masaüstü Oyuncu Bilgisayarý 8682811695042 ,8099,4.9,500,16,Intel Core i7,136,Free Dos,DMCBÝLGÝSAYAR,DMC
"Gamepage Blazon Bk160 I5-3470 8gb 128gb Ssd 500gb Rx550 4gb 18.5"" Masaüstü Oyuncu Bilgisayar GMP-BK160 ",6537,4.8,256,16,Intel Core i7,136,Free Dos,ÝBC BÝLÝÞÝM,Gamepage
"RAMTECH Fullforce Ff113 X5660 32gb Ram 128gb Ssd 500gb Hdd 4gb Gtx 750ti 238"" Oyuncu Pc FF113/X5660 ",9959,4.0,256,16,Intel Core i7,136,Free Dos,ramtechdonanim,RAMTECH
"BigGameX Trx02 Ryzen 5 3600 32gb 512gb Ssd Gtx1050ti 27"" 240hz Curved Oyuncu Masaüstü Bilgisayarý trx02 ",16199,4.0,256,16,Intel Core i7,136,Free Dos,AÝZEN BÝLÝÞÝM,BigGameX
"LENOVO V14 I3-1115g4 12 Gb 500 Gb Ssd 14"" Fhd Free Dos Taþýnabilir Bilgisayar 82ka001ttx012 82KA001TTX012 ",9799,4.0,256,16,Intel Core i7,136,Free Dos,notebookstore,LENOVO
DMC N42x (pubggta 5) I5 347016gb256gb Ssd1tb Hdd4gb Rx55024masaüstü Oyun Oyuncu Bilgisayarý 0944 ,9599,4.0,256,16,Intel Core i7,136,Free Dos,DMCBÝLGÝSAYAR,DMC
"DMC N87x (GTA 5) I7-86016gb Ram256gb Ssd4gb Gt73024"" Dual Monitör Oyuncu Masaüstü Bilgisayarý 5521 ",10499,5.0,256,16,Intel Core i7,136,Free Dos,DMCBÝLGÝSAYAR,DMC
IZOLY Hades I3 10100f 16gb 256gb M2 Ssd Rx 550 4gb Oyuncu Masaüstü Bilgisayarý TYC00098685592 ,7359,4.9,256,16,Intel Core i7,136,Free Dos,Ýzoly,IZOLY
"Apple Imac M1 Çip 8c Cpu-8c Gpu 8gb 256 Gb Ssd Macos Retina 24"" Fhd All In One Bilgisayar Pembe Mgpm3tu/a MGPM3TU/A ",34499,5.0,256,16,Intel Core i7,136,Mac Os,Sepetle Market,Apple
Dell Gaming G15 5525 R7 6800h 16gb 1tb Ssd Rtx3060 W11h 15.6 120 Hz Fhd Taþýnabilir Bilgisayar SIF15_RMB_2301_1400_HOM ,26199,4.0,256,16,Intel Core i7,136,Free Dos,Teknorya,Dell
ASUS Amd Ryzen 7 5800x / Rtx3050 8gb / 32gb Ddr4 3200mhz / 1tb 3300-3100/s Ssd /oyuncu Masaüstü Pc AGT301-3050/v1.0 ,24999,4.0,256,8,Intel Core i7,136,Free Dos,pckolisi,ASUS
"ROGAME Intel I7 10700f 16gb 240gb Ssd 1tb Hdd 8gb Rtx3050 24"" Mon. Gaming Pc RKT660119 ",22661,4.0,256,16,Intel Core i7,136,Free Dos,Roket Biliþim,ROGAME
ASUS Rog Strix Ga15dk-ryzen 7 5800x-rtx 3070-16gbddr4-512gb Ssd+1tb Hdd-wi-fi 5-windows 10-gaming Desktop GA15DK-AS776 ,37890,4.0,256,16,Intel Core i7,136,Free Dos,ÝNVENTA,ASUS
METSA I5-2400 16gb Ram 256gb Ssd 4gb E.kartý Oyun Bilgisayarý TYC00171358117 ,4199,4.9,256,16,Intel Core i7,136,Free Dos,METSA BÝLÝÞÝM,Metsa
"LENOVO Thinkpad X1 Titanyum Yoga Gen 1 I7 1160g7 16gb 512gb Ssd Windows 10 Pro 13.5 ""uhd 20qa002ttx 20QA002TTX ",56822,4.0,256,8,Intel Core i7,136,Free Dos,Ýntegra Bilgisayar,LENOVO
"BigGameX Gp83 I5-3470 16 Gb 1tb Hdd 240 Ssd 2 Gb 23.8"" Oyuncu Pc GP83 ",7999,4.0,500,16,Intel Core i7,136,Free Dos,AÝZEN BÝLÝÞÝM,BigGameX
"DMC N74x I5 750 (4 Çekirdek) 8gb Ram256gb Ssd + 500gb Hdd4gb E-kartý19""oyuncu Bilgisayarý 2356 ",5999,4.0,500,16,Intel Core i7,136,Free Dos,DMCBÝLGÝSAYAR,DMC
ASUS Intel Core I3 1115g4 12 Gb Ram 128 Gb Ssd 15.6 W11 X515ea-bq967w-12g X515EA-BQ967W-12G ,7999,4.0,500,16,Intel Core i7,136,Free Dos,AYBÝLÝÞÝM,ASUS
HP Victus 6g0e4ea 16-d1016nt I7-12700h 16gb Rtx3050 512gb Ssd 144 Hz Fhd 16.1? Gaming Notebook 6G0E4EA ,20999,4.0,500,16,Intel Core i7,136,Free Dos,Betaplus,HP
"HP 14s-dq3005nt 4g6c2ea07 N4500 16gb 256ssd 14"" Hd W10h Taþýnabilir Bilgisayar T10339G ",7899,5.0,500,16,Intel Core i7,136,Free Dos,Teknoraks,HP
"Gamepage Fp80 I7-860 16gb 240gb+1tb Gt730 18.5"" Masaüstü Oyuncu Bilgisayar GMP-FP80 ",6233,4.2,500,16,Intel Core i7,136,Free Dos,ÝBC BÝLÝÞÝM,Gamepage
"LENOVO Ideapad 3 15ýgl05 81wq00prtx Intel Celeron N4020 4gb 256 Gb Ssd 15.6"" Freedos Notebook 81WQ00PRTX ",5869,5.0,500,16,Intel Core i7,136,Free Dos,notebookstore,LENOVO
"Zeiron Avanti Ix80 I3-10100f 32gb 512gb Nvme M.2+320gb Rx550 27"" Oyuncu Masaüstü Bilgisayar ZRN-AVÝ80 ",12799,5.0,500,8,Intel Core i7,136,Free Dos,CÝTY BÝLÝÞÝM,Zeiron
Gamers Arena Sangal The Myth Amd Ryzen 5 4500 16gb Ddr4 500gb Ssd 8gb Rtx3050 Freedos Gamýng Pc PRA-6338719-2460 ,13799,4.2,500,16,Intel Core i7,136,Free Dos,Gamers Arena,Gamers Arena
"Monster Tulpar T7 V20.5 Intel Core I7-12700h 16 Gb Ram 500gb Ssd 6gb Rtx3060 Freedos 173"" Fhd 144hz TULPAR T7 V20.5 ",28799,4.3,500,16,Intel Core i7,136,Free Dos,Monster Notebook,Monster
MSI KATANA 17 B12VFK-082XTR I7-12650H 16GB DDR5 RTX4060 GDDR6 8GB 1TB SSD 17.3 FHD 144Hz DOS ,45099,5.0,500,8,Intel Core i7,136,Free Dos,Elmacýk,MSI
"ASUS Tuf Gaming Fa507rm-hn052a2 Amd Ryzen 7 6800h 16gb 1tb Ssd Rtx3060 Freedos 15.6"" HN052A2 ",32350,5.0,500,16,Intel Core i7,136,Free Dos,ARCADÝA E-TÝCARET TEKNOLOJÝ SAN VE TÝC L,ASUS
"HP 15s-fq5004nta46 Intel Core I7 1255u 32gb 1tb Ssd Windows 11 Pro 15.6"" 6g0b7eaa46 6G0B7EAA46 ",17499,4.5,500,16,Intel Core i7,136,Free Dos,elimar,HP
"Dell Vostro 3510 I3-1115g4 8 Gb 256 Gb Ssd 15.6"" N8802vn3510_u NOTDELL186724 ",8981,4.0,500,16,Intel Core i7,136,Free Dos,notebookstore,Dell
LENOVO V14 G2 82ka001ttx I3-1115g4 8gb 256gb Ssd 14 Fhd Freedos 82KA001TTX ,8488,5.0,500,8,Intel Core i7,136,Free Dos,notebookstore,LENOVO
"ASUS X515ea-bq967w-onl Intel Core I3 1115g4 15.6"" 8 Gb Ram 128 Gb Ssd W11 Taþýnabilir Bilgisayar BQ967W-ONL ",7499,5.0,500,16,Intel Core i7,136,Free Dos,AYBÝLÝÞÝM,ASUS
"IZOLY Witcher I5-10400f 4.30 16gb 512gb M2 Nvme Rx580 8gb 24"" Curved Oyuncu Masaüstü Bilgisayarý TYC00098703482 ",14259,4.4,500,16,Intel Core i7,136,Free Dos,Ýzoly,IZOLY
"BigGameX Bgx33 Ryzen 5 3600 32gb 512gb M.2 Ssd+3tb Rtx3050 27"" 240hz Oyuncu Masaüstü Bilgisayarý BGX33 ",20345,5.0,500,16,Intel Core i7,136,Free Dos,AÝZEN BÝLÝÞÝM,BigGameX
DMC N154x (gta 5) I5 347016gb Ram256gb Ssd+500gb Hdd4gb Gt73023.8 Masaüstü Oyuncu Bilgisayarý 0001 ,8249,5.0,500,8,Intel Core i7,136,Free Dos,DMCBÝLGÝSAYAR,DMC
"HP 15-dw3061nt Intel I7 1165g7 16gb 512gb Ssd Windows 11 Home 15.6"" Fhd W68N24EA22 ",15049,4.0,500,16,Intel Core i7,136,Free Dos,AREL-BÝLÝÞÝM,HP
